30-Dec-16,72.71,72.93,71.88,72.23,3069205,TGT,Retail
29-Dec-16,72.78,73.17,72.43,72.62,2795528,TGT,Retail
28-Dec-16,73.75,73.98,72.75,72.83,2648487,TGT,Retail
27-Dec-16,73.83,74.23,73.56,73.70,2200280,TGT,Retail
23-Dec-16,73.98,74.48,73.29,73.50,3333675,TGT,Retail
22-Dec-16,76.85,77.00,73.41,73.74,8438782,TGT,Retail
21-Dec-16,77.37,77.87,77.12,77.13,2152416,TGT,Retail
20-Dec-16,77.35,78.00,77.26,77.65,3504622,TGT,Retail
19-Dec-16,76.58,77.64,76.52,77.04,2856602,TGT,Retail
16-Dec-16,77.04,78.37,76.48,76.75,8217424,TGT,Retail
15-Dec-16,77.14,77.70,76.79,76.98,4089392,TGT,Retail
14-Dec-16,77.45,77.85,76.85,77.19,6045447,TGT,Retail
13-Dec-16,77.00,78.06,76.49,77.67,4925649,TGT,Retail
12-Dec-16,76.98,77.43,76.35,76.74,4489290,TGT,Retail
9-Dec-16,77.44,77.68,76.88,77.39,4047724,TGT,Retail
8-Dec-16,77.35,78.42,77.16,77.84,5090514,TGT,Retail
7-Dec-16,76.79,77.18,76.10,76.97,6791043,TGT,Retail
6-Dec-16,76.91,77.08,76.05,76.77,7704230,TGT,Retail
5-Dec-16,78.01,78.08,76.80,76.98,7173255,TGT,Retail
2-Dec-16,77.24,78.40,76.83,77.94,7523696,TGT,Retail
1-Dec-16,76.86,78.58,76.59,77.82,6685299,TGT,Retail
30-Nov-16,77.73,78.04,77.06,77.24,5819108,TGT,Retail
29-Nov-16,78.00,78.69,77.75,78.41,4693985,TGT,Retail
28-Nov-16,78.37,78.94,77.50,77.72,5405472,TGT,Retail
25-Nov-16,78.85,79.33,78.42,78.61,2543818,TGT,Retail
23-Nov-16,77.93,78.96,77.58,78.48,6783783,TGT,Retail
22-Nov-16,76.89,78.13,76.86,77.87,5853334,TGT,Retail
21-Nov-16,76.12,76.81,76.00,76.51,4477038,TGT,Retail
18-Nov-16,75.90,76.39,75.69,76.19,6057511,TGT,Retail
17-Nov-16,76.18,76.43,75.40,76.13,8054493,TGT,Retail
16-Nov-16,77.50,78.30,75.56,76.03,22059179,TGT,Retail
15-Nov-16,72.31,72.37,71.17,71.44,7693838,TGT,Retail
14-Nov-16,71.07,72.88,70.85,72.17,7455374,TGT,Retail
11-Nov-16,70.43,71.54,70.20,71.35,5330556,TGT,Retail
10-Nov-16,69.67,72.20,69.39,70.54,9639342,TGT,Retail
9-Nov-16,66.29,69.25,66.01,68.81,9570730,TGT,Retail
8-Nov-16,67.36,67.74,66.65,67.05,5097538,TGT,Retail
7-Nov-16,67.22,67.56,67.03,67.53,4777725,TGT,Retail
4-Nov-16,66.72,67.31,66.52,66.53,3937253,TGT,Retail
3-Nov-16,68.54,68.59,66.55,66.67,5068432,TGT,Retail
2-Nov-16,67.72,68.49,67.35,68.26,3970626,TGT,Retail
1-Nov-16,68.66,68.83,67.40,67.78,4019538,TGT,Retail
31-Oct-16,68.78,69.25,68.51,68.73,3349469,TGT,Retail
28-Oct-16,67.72,69.25,67.72,68.83,4114513,TGT,Retail
27-Oct-16,68.59,68.78,67.49,67.62,3731161,TGT,Retail
26-Oct-16,67.88,68.96,67.79,68.59,2846524,TGT,Retail
25-Oct-16,68.00,68.33,67.80,67.95,2553058,TGT,Retail
24-Oct-16,68.33,68.70,68.00,68.26,2545825,TGT,Retail
21-Oct-16,67.43,68.45,67.25,68.23,3121799,TGT,Retail
20-Oct-16,67.62,67.89,67.45,67.71,3961217,TGT,Retail
19-Oct-16,67.63,67.70,67.12,67.53,2619614,TGT,Retail
18-Oct-16,67.55,67.72,67.01,67.36,3011649,TGT,Retail
17-Oct-16,67.98,68.00,67.09,67.24,4059496,TGT,Retail
14-Oct-16,67.90,68.55,67.71,68.11,3818656,TGT,Retail
13-Oct-16,67.67,68.18,67.31,67.89,3292090,TGT,Retail
12-Oct-16,68.46,68.56,67.81,67.86,4279641,TGT,Retail
11-Oct-16,68.79,69.02,68.28,68.39,3029888,TGT,Retail
10-Oct-16,69.41,69.41,68.69,68.86,2724148,TGT,Retail
7-Oct-16,68.61,69.21,68.48,69.04,3863103,TGT,Retail
6-Oct-16,67.54,68.58,67.21,68.41,5032349,TGT,Retail
5-Oct-16,68.62,68.72,67.63,67.74,4762294,TGT,Retail
4-Oct-16,68.78,69.56,68.50,68.65,4376546,TGT,Retail
3-Oct-16,68.50,69.03,68.38,68.68,3295871,TGT,Retail
